1;Samsung;Galaxy S8 64GB SM-G950 Midnight Black;93.600%;System operacyjny: Android, Przekątna ekranu: 5,8 cala, Wbudowany aparat cyfrowy: 12 Mpix,;Smartfony;2499,00zł
2;Samsung;Galaxy S8 Plus 64GB SM-G955 Midnight Black;87.200%;System operacyjny: Android, Przekątna ekranu: 6,2 cala, Wbudowany aparat cyfrowy: 12 Mpix,;Smartfony;2836,00zł
3;Samsung;Galaxy S8 64GB SM-G950 Arctic Silver;93.600%;System operacyjny: Android, Przekątna ekranu: 5,8 cala, Wbudowany aparat cyfrowy: 12 Mpix,;Smartfony;2487,00zł
4;Xiaomi;Redmi 4X 3/32GB Czarny;94.400%;System operacyjny: Android, Przekątna ekranu: 5 cali, Wbudowany aparat cyfrowy: 13 Mpix,;Smartfony;577,90zł
5;LG;G6 Czarny;95.200%;System operacyjny: Android, Przekątna ekranu: 5,7 cala, Wbudowany aparat cyfrowy: 13 Mpix,;Smartfony;1752,60zł
6;Xiaomi;Redmi Note 4 3/32GB Czarny;95.200%;System operacyjny: Android, Przekątna ekranu: 5,5 cala, Wbudowany aparat cyfrowy: 13 Mpix,;Smartfony;699,00zł
7;Apple;iPhone SE 32GB Gwiezdna Szarość;96.600%;System operacyjny: Apple iOS, Przekątna ekranu: 4 cale, Wbudowany aparat cyfrowy: 12 Mpix,;Smartfony;1337,00zł
8;Apple;iPhone 7 32GB Czarny;93.800%;System operacyjny: Apple iOS, Przekątna ekranu: 4,7 cala, Wbudowany aparat cyfrowy: 12 Mpix,;Smartfony;2499,00zł
9;Samsung;Galaxy S7 SM-G930F 32GB Czarny;91.200%;System operacyjny: Android, Przekątna ekranu: 5,1 cala, Wbudowany aparat cyfrowy: 12 Mpix,;Smartfony;1871,50zł
10;Xiaomi;Redmi 4A 32GB Szary;94.200%;System operacyjny: Android, Przekątna ekranu: 5 cali, Wbudowany aparat cyfrowy: 13 Mpix,;Smartfony;454,00zł
11;Xiaomi;Mi A1 64GB Czarny;98.200%;System operacyjny: Android, Przekątna ekranu: 5,5 cala, Wbudowany aparat cyfrowy: 12 Mpix,;Smartfony;1039,00zł
12;Apple;iPhone 6 32GB Gwiezdna Szarość;92.600%;System operacyjny: Apple iOS, Przekątna ekranu: 4,7 cala, Wbudowany aparat cyfrowy: 8 Mpix,;Smartfony;1597,00zł
13;Huawei;P10 Lite Dual Sim Czarny;94.600%;System operacyjny: Android, Przekątna ekranu: 5,2 cala, Wbudowany aparat cyfrowy: 12 Mpix,;Smartfony;968,00zł
14;Xiaomi;Mi Band 2 Czarny;94.00%;Rodzaj: Smartbandy, Kolor: Czarne,;Smartwatche i Smartbandy;108,88zł
15;Samsung;Galaxy J5 2017 J530F Dual Sim 16GB Czarny;92.400%;System operacyjny: Android, Przekątna ekranu: 5,2 cala, Wbudowany aparat cyfrowy: 13 Mpix,;Smartfony;873,70zł
16;Samsung;Galaxy S7 Edge SM-G935F 32GB Czarny;92.800%;System operacyjny: Android, Przekątna ekranu: 5,5 cala, Wbudowany aparat cyfrowy: 12 Mpix,;Smartfony;2066,00zł
17;Xiaomi;Redmi 4X 3/32GB Złoty;97.00%;System operacyjny: Android, Przekątna ekranu: 5 cali, Wbudowany aparat cyfrowy: 13 Mpix,;Smartfony;579,00zł
18;Samsung;Galaxy A5 A520F 2017 Czarny;92.800%;System operacyjny: Android, Przekątna ekranu: 5,2 cala, Wbudowany aparat cyfrowy: 16 Mpix,;Smartfony;1318,30zł
19;Xiaomi;Redmi Note 4 4/64GB Czarny;95.00%;System operacyjny: Android, Przekątna ekranu: 5,5 cala, Wbudowany aparat cyfrowy: 13 Mpix,;Smartfony;822,00zł
20;Samsung;Galaxy Note 8 SM-N950 Midnight Black;90.00%;System operacyjny: Android, Przekątna ekranu: 6,3 cala, Wbudowany aparat cyfrowy: 12 Mpix,;Smartfony;3771,40zł
21;Huawei;P10 Dual Sim Czarny;93.800%;System operacyjny: Android, Przekątna ekranu: 5,1 cala, Wbudowany aparat cyfrowy: 12 Mpix,;Smartfony;1828,00zł
22;Xiaomi;Mi 6 64GB Czarny;96.00%;System operacyjny: Android, Przekątna ekranu: 5,15 cala, Wbudowany aparat cyfrowy: 12 Mpix,;Smartfony;1828,00zł
23;Xiaomi;Mi Max 2 64GB Czarny;96.200%;System operacyjny: Android, Przekątna ekranu: 6,44 cala, Wbudowany aparat cyfrowy: 12 Mpix,;Smartfony;1048,00zł
24;Samsung;Galaxy J7 2017 J730 Dual Sim 16GB Czarny;96.00%;System operacyjny: Android, Przekątna ekranu: 5,5 cala, Wbudowany aparat cyfrowy: 13 Mpix,;Smartfony;1114,10zł
25;Xiaomi;Redmi Note 4 4/64GB Szary;95.00%;System operacyjny: Android, Przekątna ekranu: 5,5 cala, Wbudowany aparat cyfrowy: 13 Mpix,;Smartfony;829,00zł
26;Huawei;Mate 10 Lite Dual SIM Czarny;85.800%;System operacyjny: Android, Przekątna ekranu: 5,9 cala, Wbudowany aparat cyfrowy: 16 Mpix,;Smartfony;1475,00zł
27;Samsung;Galaxy J3 2016 J320 Czarny;87.800%;System operacyjny: Android, Przekątna ekranu: 5 cali, Wbudowany aparat cyfrowy: 8 Mpix,;Smartfony;522,20zł
28;Apple;iPhone 6s 32GB Gwiezdna Szarość;94.200%;System operacyjny: Apple iOS, Przekątna ekranu: 4,7 cala, Wbudowany aparat cyfrowy: 12 Mpix,;Smartfony;2127,00zł
29;LG;G6 Srebrny;95.200%;System operacyjny: Android, Przekątna ekranu: 5,7 cala, Wbudowany aparat cyfrowy: 13 Mpix,;Smartfony;1848,00zł
30;Samsung;Galaxy S6 SM-G920F 32GB Czarny;91.400%;System operacyjny: Android, Przekątna ekranu: 5,1 cala, Wbudowany aparat cyfrowy: 16 Mpix,;Smartfony;1485,99zł
31;Apple;iPhone 7 32GB Różowe Złoto;93.800%;System operacyjny: Apple iOS, Przekątna ekranu: 4,7 cala, Wbudowany aparat cyfrowy: 12 Mpix,;Smartfony;2556,00zł
32;Lenovo;K6 Note Dual SIM Szary;91.200%;System operacyjny: Android, Przekątna ekranu: 5,5 cala, Wbudowany aparat cyfrowy: 16 Mpix,;Smartfony;687,60zł
33;Asus;Zenfone 3 Max 32GB ZC553KL szary;96.600%;System operacyjny: Android, Przekątna ekranu: 5,5 cala, Wbudowany aparat cyfrowy: 16 Mpix,;Smartfony;799,00zł
34;Xiaomi;Redmi Note 4 3/32GB Złoty;95.200%;System operacyjny: Android, Przekątna ekranu: 5,5 cala, Wbudowany aparat cyfrowy: 13 Mpix,;Smartfony;695,00zł
35;Huawei;P10 Lite Dual Sim Niebieski;94.600%;System operacyjny: Android, Przekątna ekranu: 5,2 cala, Wbudowany aparat cyfrowy: 12 Mpix,;Smartfony;969,00zł
36;Samsung;Galaxy A5 A520F 2017 Złoty;92.800%;System operacyjny: Android, Przekątna ekranu: 5,2 cala, Wbudowany aparat cyfrowy: 16 Mpix,;Smartfony;1300,20zł
37;Huawei;Honor 8 Dual Sim 4/32GB Czarny;95.400%;System operacyjny: Android, Przekątna ekranu: 5,2 cala, Wbudowany aparat cyfrowy: 12 Mpix,;Smartfony;1348,00zł
38;ADATA;P20000D 20000mAh 2xUSB (Ap20000D-Dgt-5V-Cbk);95.200%;Rodzaj baterii: Litowo-jonowa, Pojemność: 20000mAh,;Powerbanki;87,98zł
39;Samsung;Galaxy J3 2016 J320 Złoty;87.800%;System operacyjny: Android, Przekątna ekranu: 5 cali, Wbudowany aparat cyfrowy: 8 Mpix,;Smartfony;527,00zł
40;Apple;iPhone 6s 32GB Różowe Złoto;94.200%;System operacyjny: Apple iOS, Przekątna ekranu: 4,7 cala, Wbudowany aparat cyfrowy: 12 Mpix,;Smartfony;2125,00zł
41;Xiaomi;Mi A1 64GB Złoty;98.200%;System operacyjny: Android, Przekątna ekranu: 5,5 cala, Wbudowany aparat cyfrowy: 12 Mpix,;Smartfony;973,00zł
42;Lenovo;K6 Power Szary;95.800%;System operacyjny: Android, Przekątna ekranu: 5 cali, Wbudowany aparat cyfrowy: 13 Mpix,;Smartfony;522,20zł
43;Huawei;Honor 8 Dual Sim 4/32GB Granatowy;95.400%;System operacyjny: Android, Przekątna ekranu: 5,2 cala, Wbudowany aparat cyfrowy: 12 Mpix,;Smartfony;1398,00zł
44;Samsung;Galaxy A3 A320F 2017 Złoty;93.600%;System operacyjny: Android, Przekątna ekranu: 4,7 cala, Wbudowany aparat cyfrowy: 13 Mpix,;Smartfony;926,00zł
45;Huawei;Honor 9 Dual Sim Szary;97.600%;System operacyjny: Android, Przekątna ekranu: 5,15 cala, Wbudowany aparat cyfrowy: 20 Mpix,;Smartfony;1676,00zł
46;Samsung;Galaxy J7 2017 J730 Dual Sim 16GB Złoty;96.00%;System operacyjny: Android, Przekątna ekranu: 5,5 cala, Wbudowany aparat cyfrowy: 13 Mpix,;Smartfony;1114,10zł
47;Motorola;Moto Z Czarny;97.00%;System operacyjny: Android, Przekątna ekranu: 5,5 cala, Wbudowany aparat cyfrowy: 13 Mpix,;Smartfony;1261,40zł
48;Apple;iPhone SE 16GB Gwiezdna szarość;96.600%;System operacyjny: Apple iOS, Przekątna ekranu: 4 cale, Wbudowany aparat cyfrowy: 12 Mpix,;Smartfony;1286,00zł
49;Apple;iPhone SE 32GB Złoty;96.600%;System operacyjny: Apple iOS, Przekątna ekranu: 4 cale, Wbudowany aparat cyfrowy: 12 Mpix,;Smartfony;1389,00zł
50;Samsung;Galaxy J7 2016 J710 Czarny;94.00%;System operacyjny: Android, Przekątna ekranu: 5,5 cala, Wbudowany aparat cyfrowy: 13 Mpix,;Smartfony;699,00zł
51;Samsung;Galaxy Xcover 4 G390F Szary;81.400%;System operacyjny: Android, Przekątna ekranu: 5 cali, Wbudowany aparat cyfrowy: 13 Mpix,;Smartfony;877,00zł
52;Samsung;Galaxy S7 Edge SM-G935F 32GB Złoty;92.800%;System operacyjny: Android, Przekątna ekranu: 5,5 cala, Wbudowany aparat cyfrowy: 12 Mpix,;Smartfony;2004,00zł
53;Apple;iPhone 6S 16GB Gwiezdna Szarość;94.200%;System operacyjny: Apple iOS, Przekątna ekranu: 4,7 cala, Wbudowany aparat cyfrowy: 12 Mpix,;Smartfony;1799,00zł
54;Apple;iPhone X 256GB Gwiezdna szarość;88.400%;System operacyjny: Apple iOS, Przekątna ekranu: 5,8 cala, Wbudowany aparat cyfrowy: 12 Mpix,;Smartfony;5699,00zł
55;APPLE;iPhone 6 Plus 16GB Srebrny;91.800%;System operacyjny: Apple iOS, Przekątna ekranu: 5,5 cala, Wbudowany aparat cyfrowy: 8 Mpix,;Smartfony;1835,30zł
56;Xiaomi;20000mAh 2ge Biały (PLM05ZM);96.600%;Rodzaj baterii: Litowo-jonowa, Pojemność: 20000mAh,;Powerbanki;134,95zł
57;Samsung;Gear S3 SM-R770 Classic;84.00%;Rodzaj: Smartwatche, Kolor: Czarne,;Smartwatche i Smartbandy;1298,00zł
58;HUAWEI;P9 LITE 2017 16GB CZARNY;88.400%;System operacyjny: Android, Przekątna ekranu: 5,2 cala, Wbudowany aparat cyfrowy: 12 Mpix,;Smartfony;869,00zł
59;Xiaomi;Huami AmazFit Pace A1612;76.200%;Rodzaj: Smartwatche, Kolor: Czarne,;Smartwatche i Smartbandy;553,20zł
